event_id,event_name,location_id,date,latitude,longitude,state,district,basin,source_citation,label_source,label_confidence,hazard_type,rainfall_15m_mm,rainfall_30m_mm,rainfall_1h_mm,rainfall_3h_mm,rainfall_6h_mm,rainfall_12h_mm,rainfall_24h_mm,rainfall_72h_mm,rainfall_peak_intensity_mmph,soil_moisture_pct,soil_saturation_index,antecedent_7d_mm,elevation_m,slope_degrees,twi,factor_of_safety_fos,landslide_susceptibility_index,historical_landslides_count,river_level_m,river_rate_of_rise_mph,warning_level_diff_m,danger_level_diff_m,upstream_blockage_index,geophone_debris_vibration_db,culvert_backpressure_ratio,ndvi,surface_water_index,target_label
REAL-NEG-CTRL-MOD-012,"Normal Non-Failing Monsoon Day — Ganderbal, Jammu and Kashmir",JA_GANDERBAL,2022-08-25,34.2157,75.5038,Jammu and Kashmir,Ganderbal,Sindh River Basin,IMD Gridded Daily (2022-08-25) / SMAP Saturation; Verified Zero Landslide/Flood in GSI Bhukosh,IMD_GRIDDED_ARCHIVE / GSI_BHUKOSH_NULL,REPORTED,Non-Event Moderate Monsoon,nan,nan,nan,nan,nan,nan,18.0,59.9,nan,36.1,0.695,54.6,3880.0,37.5,2.75,0.958,0.91,22.0,3.1,0.08,-0.4,-1.7,0.15,16.0,0.25,0.22,-0.08,0
REAL-NEG-CTRL-DRY-013,"Dry Season Baseline — Chamoli, Uttarakhand",UK_CHAMOLI,2021-04-15,30.487,79.694,Uttarakhand,Chamoli,Rishiganga,IMD Daily Gridded Archive (2021-04-15) / SMAP Baseline; Zero Event Recorded in COOLR/Bhukosh,IMD_GRIDDED_ARCHIVE / SMAP_SATELLITE,REPORTED,Non-Event Dry Baseline,nan,nan,nan,nan,nan,nan,3.1,2.5,nan,17.4,0.335,11.2,2100.0,33.0,2.917,1.257,0.89,28.0,2.2,0.02,-1.3,-2.6,0.15,16.0,0.25,0.22,-0.08,0
REAL-NEG-CTRL-MOD-013,"Normal Non-Failing Monsoon Day — Chamoli, Uttarakhand",UK_CHAMOLI,2021-08-25,30.487,79.694,Uttarakhand,Chamoli,Rishiganga,IMD Gridded Daily (2021-08-25) / SMAP Saturation; Verified Zero Landslide/Flood in GSI Bhukosh,IMD_GRIDDED_ARCHIVE / GSI_BHUKOSH_NULL,REPORTED,Non-Event Moderate Monsoon,nan,nan,nan,nan,nan,nan,34.2,34.6,nan,36.0,0.693,52.6,2100.0,33.0,2.917,1.079,0.89,28.0,3.1,0.08,-0.4,-1.7,0.15,16.0,0.25,0.22,-0.08,0
REAL-NEG-CTRL-DRY-014,"Dry Season Baseline — Chamoli, Uttarakhand",UK_CHAMOLI,2023-04-15,30.5566,79.5645,Uttarakhand,Chamoli,Alaknanda,IMD Daily Gridded Archive (2023-04-15) / SMAP Baseline; Zero Event Recorded in COOLR/Bhukosh,IMD_GRIDDED_ARCHIVE / SMAP_SATELLITE,REPORTED,Non-Event Dry Baseline,nan,nan,nan,nan,nan,nan,3.0,5.4,nan,16.8,0.323,6.6,1890.0,29.0,3.075,1.436,0.94,45.0,2.2,0.02,-1.3,-2.6,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-MOD-014,"Normal Non-Failing Monsoon Day — Chamoli, Uttarakhand",UK_CHAMOLI,2023-08-25,30.5566,79.5645,Uttarakhand,Chamoli,Alaknanda,IMD Gridded Daily (2023-08-25) / SMAP Saturation; Verified Zero Landslide/Flood in GSI Bhukosh,IMD_GRIDDED_ARCHIVE / GSI_BHUKOSH_NULL,REPORTED,Non-Event Moderate Monsoon,nan,nan,nan,nan,nan,nan,18.9,29.1,nan,28.7,0.551,50.0,1890.0,29.0,3.075,1.303,0.94,45.0,3.1,0.08,-0.4,-1.7,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-DRY-015,"Dry Season Baseline — Mandi, Himachal Pradesh",HP_MANDI,2023-04-15,31.7087,76.932,Himachal Pradesh,Mandi,Beas,IMD Daily Gridded Archive (2023-04-15) / SMAP Baseline; Zero Event Recorded in COOLR/Bhukosh,IMD_GRIDDED_ARCHIVE / SMAP_SATELLITE,REPORTED,Non-Event Dry Baseline,nan,nan,nan,nan,nan,nan,2.0,7.0,nan,13.8,0.266,0.8,880.0,26.0,3.203,1.64,0.87,33.0,2.2,0.02,-1.3,-2.6,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-MOD-015,"Normal Non-Failing Monsoon Day — Mandi, Himachal Pradesh",HP_MANDI,2023-08-25,31.7087,76.932,Himachal Pradesh,Mandi,Beas,IMD Gridded Daily (2023-08-25) / SMAP Saturation; Verified Zero Landslide/Flood in GSI Bhukosh,IMD_GRIDDED_ARCHIVE / GSI_BHUKOSH_NULL,REPORTED,Non-Event Moderate Monsoon,nan,nan,nan,nan,nan,nan,21.5,57.1,nan,28.7,0.553,59.4,880.0,26.0,3.203,1.45,0.87,33.0,3.1,0.08,-0.4,-1.7,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-DRY-016,"Dry Season Baseline — Solan, Himachal Pradesh",HI_SOLAN,2023-04-15,30.9084,77.0999,Himachal Pradesh,Solan,Giri River,IMD Daily Gridded Archive (2023-04-15) / SMAP Baseline; Zero Event Recorded in COOLR/Bhukosh,IMD_GRIDDED_ARCHIVE / SMAP_SATELLITE,REPORTED,Non-Event Dry Baseline,nan,nan,nan,nan,nan,nan,3.3,7.1,nan,15.6,0.3,5.6,1500.0,32.5,2.936,1.293,0.85,29.0,2.2,0.02,-1.3,-2.6,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-MOD-016,"Normal Non-Failing Monsoon Day — Solan, Himachal Pradesh",HI_SOLAN,2023-08-25,30.9084,77.0999,Himachal Pradesh,Solan,Giri River,IMD Gridded Daily (2023-08-25) / SMAP Saturation; Verified Zero Landslide/Flood in GSI Bhukosh,IMD_GRIDDED_ARCHIVE / GSI_BHUKOSH_NULL,REPORTED,Non-Event Moderate Monsoon,nan,nan,nan,nan,nan,nan,20.5,57.7,nan,34.9,0.672,87.6,1500.0,32.5,2.936,1.105,0.85,29.0,3.1,0.08,-0.4,-1.7,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-DRY-017,"Dry Season Baseline — East Sikkim, Sikkim",SK_TEESTA,2023-04-15,27.2348,88.4983,Sikkim,East Sikkim,Teesta,IMD Daily Gridded Archive (2023-04-15) / SMAP Baseline; Zero Event Recorded in COOLR/Bhukosh,IMD_GRIDDED_ARCHIVE / SMAP_SATELLITE,REPORTED,Non-Event Dry Baseline,nan,nan,nan,nan,nan,nan,1.4,0.9,nan,17.3,0.333,3.0,380.0,27.0,3.159,1.536,0.92,38.0,2.2,0.02,-1.3,-2.6,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-MOD-017,"Normal Non-Failing Monsoon Day — East Sikkim, Sikkim",SK_TEESTA,2023-08-25,27.2348,88.4983,Sikkim,East Sikkim,Teesta,IMD Gridded Daily (2023-08-25) / SMAP Saturation; Verified Zero Landslide/Flood in GSI Bhukosh,IMD_GRIDDED_ARCHIVE / GSI_BHUKOSH_NULL,REPORTED,Non-Event Moderate Monsoon,nan,nan,nan,nan,nan,nan,21.5,49.8,nan,29.7,0.572,45.1,380.0,27.0,3.159,1.385,0.92,38.0,3.1,0.08,-0.4,-1.7,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-DRY-018,"Dry Season Baseline — Wayanad, Kerala",KL_WAYANAD,2019-04-15,11.5126,76.1558,Kerala,Wayanad,Kabini,IMD Daily Gridded Archive (2019-04-15) / SMAP Baseline; Zero Event Recorded in COOLR/Bhukosh,IMD_GRIDDED_ARCHIVE / SMAP_SATELLITE,REPORTED,Non-Event Dry Baseline,nan,nan,nan,nan,nan,nan,1.7,4.4,nan,23.1,0.445,8.7,920.0,35.0,2.841,1.136,0.93,51.0,2.2,0.02,-1.3,-2.6,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-MOD-018,"Normal Non-Failing Monsoon Day — Wayanad, Kerala",KL_WAYANAD,2019-08-25,11.5126,76.1558,Kerala,Wayanad,Kabini,IMD Gridded Daily (2019-08-25) / SMAP Saturation; Verified Zero Landslide/Flood in GSI Bhukosh,IMD_GRIDDED_ARCHIVE / GSI_BHUKOSH_NULL,REPORTED,Non-Event Moderate Monsoon,nan,nan,nan,nan,nan,nan,13.3,57.4,nan,37.0,0.711,94.6,920.0,35.0,2.841,1.013,0.93,51.0,3.1,0.08,-0.4,-1.7,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-DRY-019,"Dry Season Baseline — Kozhikode, Kerala",KE_KOZHIKODE,2024-04-15,11.758,75.834,Kerala,Kozhikode,Mahe Catchment,IMD Daily Gridded Archive (2024-04-15) / SMAP Baseline; Zero Event Recorded in COOLR/Bhukosh,IMD_GRIDDED_ARCHIVE / SMAP_SATELLITE,REPORTED,Non-Event Dry Baseline,nan,nan,nan,nan,nan,nan,2.4,0.2,nan,13.7,0.263,3.5,750.0,34.0,2.879,1.255,0.89,24.0,2.2,0.02,-1.3,-2.6,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-MOD-019,"Normal Non-Failing Monsoon Day — Kozhikode, Kerala",KE_KOZHIKODE,2024-08-25,11.758,75.834,Kerala,Kozhikode,Mahe Catchment,IMD Gridded Daily (2024-08-25) / SMAP Saturation; Verified Zero Landslide/Flood in GSI Bhukosh,IMD_GRIDDED_ARCHIVE / GSI_BHUKOSH_NULL,REPORTED,Non-Event Moderate Monsoon,nan,nan,nan,nan,nan,nan,12.7,34.0,nan,34.8,0.669,46.7,750.0,34.0,2.879,1.06,0.89,24.0,3.1,0.08,-0.4,-1.7,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-DRY-020,"Dry Season Baseline — Dima Hasao, Assam",AS_DIMA_HASAO,2022-04-15,25.1764,93.0234,Assam,Dima Hasao,Barak Basin,IMD Daily Gridded Archive (2022-04-15) / SMAP Baseline; Zero Event Recorded in COOLR/Bhukosh,IMD_GRIDDED_ARCHIVE / SMAP_SATELLITE,REPORTED,Non-Event Dry Baseline,nan,nan,nan,nan,nan,nan,3.4,2.9,nan,14.1,0.272,11.7,680.0,33.5,2.898,1.269,0.88,30.0,2.2,0.02,-1.3,-2.6,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-MOD-020,"Normal Non-Failing Monsoon Day — Dima Hasao, Assam",AS_DIMA_HASAO,2022-08-25,25.1764,93.0234,Assam,Dima Hasao,Barak Basin,IMD Gridded Daily (2022-08-25) / SMAP Saturation; Verified Zero Landslide/Flood in GSI Bhukosh,IMD_GRIDDED_ARCHIVE / GSI_BHUKOSH_NULL,REPORTED,Non-Event Moderate Monsoon,nan,nan,nan,nan,nan,nan,24.4,47.4,nan,36.9,0.709,45.2,680.0,33.5,2.898,1.056,0.88,30.0,3.1,0.08,-0.4,-1.7,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-DRY-021,"Dry Season Baseline — East Khasi Hills, Meghalaya",ME_EAST_KHASI_HILLS,2022-04-15,25.2975,91.5826,Meghalaya,East Khasi Hills,Surma Basin,IMD Daily Gridded Archive (2022-04-15) / SMAP Baseline; Zero Event Recorded in COOLR/Bhukosh,IMD_GRIDDED_ARCHIVE / SMAP_SATELLITE,REPORTED,Non-Event Dry Baseline,nan,nan,nan,nan,nan,nan,1.4,0.8,nan,15.1,0.291,3.4,1400.0,31.0,2.994,1.361,0.82,19.0,2.2,0.02,-1.3,-2.6,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-MOD-021,"Normal Non-Failing Monsoon Day — East Khasi Hills, Meghalaya",ME_EAST_KHASI_HILLS,2022-08-25,25.2975,91.5826,Meghalaya,East Khasi Hills,Surma Basin,IMD Gridded Daily (2022-08-25) / SMAP Saturation; Verified Zero Landslide/Flood in GSI Bhukosh,IMD_GRIDDED_ARCHIVE / GSI_BHUKOSH_NULL,REPORTED,Non-Event Moderate Monsoon,nan,nan,nan,nan,nan,nan,32.2,51.7,nan,33.7,0.649,84.4,1400.0,31.0,2.994,1.168,0.82,19.0,3.1,0.08,-0.4,-1.7,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-DRY-022,"Dry Season Baseline — Doda, Jammu and Kashmir",JA_DODA,2017-04-15,33.1462,75.7891,Jammu and Kashmir,Doda,Chenab Basin,IMD Daily Gridded Archive (2017-04-15) / SMAP Baseline; Zero Event Recorded in COOLR/Bhukosh,IMD_GRIDDED_ARCHIVE / SMAP_SATELLITE,REPORTED,Non-Event Dry Baseline,nan,nan,nan,nan,nan,nan,3.1,0.6,nan,16.9,0.325,8.7,1100.0,32.0,2.955,1.301,0.86,26.0,2.2,0.02,-1.3,-2.6,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-MOD-022,"Normal Non-Failing Monsoon Day — Doda, Jammu and Kashmir",JA_DODA,2017-08-25,33.1462,75.7891,Jammu and Kashmir,Doda,Chenab Basin,IMD Gridded Daily (2017-08-25) / SMAP Saturation; Verified Zero Landslide/Flood in GSI Bhukosh,IMD_GRIDDED_ARCHIVE / GSI_BHUKOSH_NULL,REPORTED,Non-Event Moderate Monsoon,nan,nan,nan,nan,nan,nan,27.0,50.9,nan,29.9,0.576,57.8,1100.0,32.0,2.955,1.171,0.86,26.0,3.1,0.08,-0.4,-1.7,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-DRY-023,"Dry Season Baseline — Papum Pare, Arunachal Pradesh",AR_PAPUM_PARE,2022-04-15,27.0844,93.6053,Arunachal Pradesh,Papum Pare,Dikrong River,IMD Daily Gridded Archive (2022-04-15) / SMAP Baseline; Zero Event Recorded in COOLR/Bhukosh,IMD_GRIDDED_ARCHIVE / SMAP_SATELLITE,REPORTED,Non-Event Dry Baseline,nan,nan,nan,nan,nan,nan,2.7,1.2,nan,16.3,0.314,1.6,320.0,30.0,3.034,1.393,0.87,21.0,2.2,0.02,-1.3,-2.6,0.15,16.0,0.25,0.72,-0.08,0
REAL-NEG-CTRL-MOD-023,"Normal Non-Failing Monsoon Day — Papum Pare, Arunachal Pradesh",AR_PAPUM_PARE,2022-08-25,27.0844,93.6053,Arunachal Pradesh,Papum Pare,Dikrong River,IMD Gridded Daily (2022-08-25) / SMAP Saturation; Verified Zero Landslide/Flood in GSI Bhukosh,IMD_GRIDDED_ARCHIVE / GSI_BHUKOSH_NULL,REPORTED,Non-Event Moderate Monsoon,nan,nan,nan,nan,nan,nan,31.5,40.4,nan,30.2,0.58,62.8,320.0,30.0,3.034,1.244,0.87,21.0,3.1,0.08,-0.4,-1.7,0.15,16.0,0.25,0.72,-0.08,0
